PATH,TOTAL_TRIPS,BusStopCode
60159/60119,11316,60159
96259/96169,11316,96259
65019/64381,11314,65019
11161/11171,11312,11161
17171/28649,11308,17171
55509/55239,11305,55509
67009/67201,11302,67009
54199/54241,11293,54199
54221/54261,11264,54221
77019/77039,11250,77019
47681/46779,11244,47681
84009/84201,11243,84009
22391/22009,11241,22391
46649/46008,11234,46649
77009/78209,11231,77009
16069/16019,11228,16069
75269/75009,11227,75269
20189/28009,11227,20189
46059/45139,11224,46059
84359/84201,11222,84359
54009/54081,11215,54009
22511/22521,11211,22511
44539/45309,11187,44539
92041/83101,11174,92041
45009/45301,11169,45009
10161/10081,11168,10161
22009/22451,11153,22009
10009/14329,11151,10009
84009/84359,11151,84009
44529/44539,11149,44529
66579/64009,11135,66579
43499/43009,11133,43499
63301/66351,11129,63301
84209/84219,11118,84209
84079/85091,11106,84079
46008/46199,11101,46008
24009/23239,11099,24009
66041/66359,11098,66041
28499/28469,11098,28499
53409/53009,11079,53409
44569/44459,11072,44569
84641/84009,11068,84641
70181/81111,11066,70181
43539/43411,11064,43539
52009/52529,11062,52009
53349/53231,11050,53349
58059/58211,11049,58059
52299/52009,11048,52299
67601/67731,11041,67601
96169/96181,11033,96169
59073/59059,11027,59073
82061/83299,11013,82061
10209/14249,11010,10209
43549/43009,11006,43549
44009/44689,10998,44009
90021/80199,10976,90021
28461/28511,10969,28461
43579/43549,10960,43579
65009/65539,10950,65009
46789/46779,10942,46789
81111/82089,10941,81111
70059/81089,10916,70059
58369/58251,10912,58369
78269/77009,10906,78269
76191/76359,10899,76191
76229/75009,10893,76229
14279/10169,10880,14279
70279/81111,10877,70279
16011/16031,10869,16011
53231/52051,10866,53231
21601/22009,10863,21601
21019/17179,10861,21019
67391/67009,10857,67391
10071/10091,10833,10071
80199/90079,10832,80199
84561/84009,10807,84561
67381/67009,10785,67381
44031/44599,10785,44031
75051/76081,10775,75051
45321/45301,10766,45321
64491/64549,10764,64491
27469/22009,10751,27469
84529/84009,10740,84529
67051/66359,10738,67051
43279/43259,10727,43279
58219/58521,10713,58219
59009/59349,10707,59009
59079/59091,10706,59079
84009/84479,10699,84009
59241/59689,10697,59241
53239/54011,10682,53239
43429/43009,10681,43429
27431/22009,10679,27431
54261/66481,10675,54261
70181/70371,10664,70181
77199/77009,10661,77199
11161/11389,10650,11161
85091/85019,10638,85091
43809/43009,10627,43809
44009/45309,10626,44009
81111/82079,10626,81111
10209/10339,10620,10209
43659/43579,10620,43659
46009/46851,10617,46009
60119/80109,10599,60119
63031/63041,10589,63031
63069/63039,10586,63069
65451/65009,10583,65451
22009/22149,10571,22009
43481/43009,10566,43481
22009/21381,10565,22009
47511/46009,10560,47511
52009/52281,10558,52009
84009/84261,10556,84009
44469/44009,10549,44469
58009/58411,10539,58009
59009/59379,10534,59009
92041/84009,10531,92041
45249/44009,10521,45249
43571/43841,10520,43571
50991/52129,10513,50991
59121/59561,10501,59121
96041/97011,10497,96041
59219/59072,10497,59219
28561/28009,10488,28561
23491/23181,10480,23491
58259/58369,10474,58259
10201/11519,10473,10201
59181/59161,10470,59181
54009/54439,10465,54009
75009/75129,10456,75009
53231/52361,10436,53231
76061/76141,10430,76061
44009/45421,10430,44009
30121/43579,10426,30121
17171/20239,10414,17171
82061/72011,10413,82061
66439/66359,10411,66439
85099/84059,10406,85099
43571/43641,10405,43571
54189/54241,10401,54189
14141/14131,10399,14141
84031/96219,10398,84031
52439/52179,10396,52439
54009/53199,10395,54009
54161/54009,10395,54161
44699/44639,10395,44699
84669/84039,10394,84669
76039/76109,10386,76039
17059/17179,10382,17059
65069/67009,10381,65069
58219/58401,10379,58219
63221/63281,10378,63221
75071/75009,10368,75071
58119/58211,10364,58119
20209/28009,10360,20209
50029/40019,10359,50029
59009/59621,10351,59009
40279/40019,10350,40279
28009/20211,10340,28009
46009/46951,10335,46009
28491/28401,10333,28491
65021/67009,10328,65021
46008/46569,10318,46008
44539/44279,10305,44539
22009/28529,10296,22009
43009/43149,10289,43009
84009/84089,10286,84009
16169/17171,10285,16169
50159/50038,10281,50159
60269/60139,10280,60269
47569/46009,10270,47569
43619/17179,10268,43619
14039/14141,10266,14039
77031/77011,10263,77031
84009/84501,10249,84009
84009/92049,10236,84009
43009/43199,10227,43009
44009/44099,10212,44009
54479/55509,10210,54479
58381/58219,10196,58381
10161/14381,10195,10161
28461/28401,10189,28461
65139/65009,10184,65139
40011/40101,10180,40011
24049/24009,10163,24049
16049/16019,10159,16049
21571/28091,10151,21571
84539/84009,10149,84539
63281/66351,10142,63281
46009/68111,10141,46009
43161/43009,10138,43161
46008/46088,10138,46008
64009/64061,10132,64009
44819/45009,10127,44819
10349/10009,10125,10349
46529/46101,10123,46529
75009/75081,10106,75009
44519/44539,10106,44519
28009/21079,10105,28009
65199/76191,10101,65199
60229/52009,10088,60229
92119/81189,10088,92119
45369/45321,10080,45369
42151/28689,10069,42151
11169/11029,10060,11169
64351/64381,10058,64351
22009/28499,10048,22009
45269/44009,10047,45269
95109/59041,10044,95109
84419/84009,10041,84419
54009/54401,10038,54009
43419/43499,10037,43419
17009/17099,10036,17009
28519/28009,10035,28519
85099/84049,10028,85099
28009/28229,10026,28009
17179/16891,10020,17179
52081/60261,10020,52081
64469/67609,9994,64469
59621/59009,9993,59621
66009/63361,9983,66009
66101/66359,9979,66101
54009/55121,9975,54009
78061/77031,9969,78061
16011/17041,9955,16011
77031/77281,9948,77031
76449/75009,9941,76449
50011/50021,9931,50011
84031/84211,9928,84031
47559/46009,9924,47559
97019/96049,9914,97019
84009/84569,9904,84009
77051/77171,9904,77051
67561/67401,9904,67561
54261/63391,9902,54261
14329/10009,9898,14329
97039/96049,9894,97039
46719/46009,9892,46719
52009/60119,9891,52009
84331/84009,9890,84331
54081/54009,9887,54081
60269/60159,9885,60269
81111/92169,9884,81111
50179/50038,9883,50179
43319/17179,9877,43319
54009/66421,9864,54009
84119/85091,9857,84119
60269/52009,9857,60269
66429/54009,9856,66429
54011/54241,9855,54011
54009/54281,9850,54009
52009/61101,9849,52009
46419/46009,9848,46419
83109/92049,9846,83109
16991/17171,9840,16991
76221/98301,9834,76221
10099/10079,9832,10099
76049/76141,9825,76049
75351/46009,9820,75351
63399/54269,9815,63399
46369/46009,9808,46369
58219/58531,9806,58219
17171/43311,9803,17171
21681/22009,9798,21681
59191/59161,9797,59191
64241/64009,9796,64241
59049/59751,9787,59049
78061/77009,9785,78061
66359/62049,9778,66359
84009/84241,9777,84009
84009/84411,9777,84009
43541/43571,9772,43541
10161/10599,9771,10161
67671/67009,9764,67671
46219/46009,9762,46219
22009/22439,9760,22009
22009/27141,9753,22009
43501/43009,9748,43501
15161/15191,9744,15161
64541/64341,9744,64541
22009/22361,9731,22009
45369/44031,9725,45369
65191/65149,9722,65191
17049/16019,9716,17049
17171/43501,9711,17171
52139/52009,9709,52139
18071/17121,9708,18071
28009/20191,9700,28009
50229/52009,9697,50229
46009/47651,9693,46009
11161/19011,9687,11161
75089/75151,9685,75089
54381/54269,9682,54381
96169/96121,9678,96169
52009/50161,9674,52009
64009/63379,9667,64009
28289/28009,9631,28289
47111/58119,9623,47111
28009/46101,9621,28009
28009/20269,9620,28009
14239/10018,9619,14239
67409/67569,9612,67409
60221/80109,9611,60221
27131/22009,9606,27131
46009/46841,9598,46009
59141/59111,9595,59141
66009/66041,9588,66009
62041/66351,9587,62041
81081/70041,9560,81081
20319/17171,9558,20319
84009/46009,9554,84009
27361/22009,9551,27361
65069/67409,9531,65069
54009/54071,9512,54009
59611/59079,9512,59611
66009/66329,9509,66009
10369/14141,9505,10369
57129/59159,9503,57129
17009/20281,9498,17009
21071/28009,9494,21071
65141/65199,9490,65141
43189/42159,9489,43189
40229/40209,9486,40229
76141/46009,9477,76141
76099/75009,9474,76099
44539/45291,9472,44539
43589/43579,9469,43589
17179/12061,9466,17179
65009/65139,9461,65009
46999/46639,9454,46999
59139/59009,9451,59139
54081/53231,9435,54081
28401/21449,9424,28401
77009/77191,9423,77009
81011/81031,9419,81011
75101/75009,9418,75101
44531/44479,9417,44531
28009/20181,9416,28009
44589/44009,9412,44589
45009/22009,9411,45009
54439/54399,9400,54439
28091/21681,9399,28091
44511/44009,9397,44511
59129/59689,9394,59129
52171/52351,9391,52171
59469/59009,9389,59469
64009/62261,9385,64009
64449/64381,9382,64449
42151/43191,9362,42151
59079/58169,9362,59079
46009/46831,9357,46009
83101/71099,9357,83101
47539/46009,9355,47539
11021/11161,9352,11021
50251/50081,9338,50251
59111/46779,9335,59111
22009/23189,9332,22009
75009/76069,9328,75009
67009/59079,9310,67009
67391/67401,9309,67391
53359/53231,9307,53359
59461/59009,9307,59461
58211/46739,9305,58211
92061/92239,9302,92061
75051/96289,9301,75051
64541/64479,9295,64541
43411/43441,9294,43411
84259/84009,9292,84259
17171/20031,9287,17171
67601/66489,9287,67601
43419/43531,9277,43419
84111/84009,9274,84111
59411/59009,9273,59411
14049/14129,9269,14049
43009/43571,9264,43009
28091/21439,9262,28091
80101/60051,9257,80101
64419/64009,9256,64419
59281/59161,9255,59281
22009/27011,9254,22009
52501/52009,9252,52501
82139/81189,9237,82139
44259/44281,9234,44259
16189/17171,9229,16189
11009/11369,9229,11009
46109/46029,9223,46109
53239/53249,9221,53239
27531/22009,9219,27531
84359/84231,9217,84359
50991/52009,9215,50991
75009/76459,9210,75009
75009/76349,9200,75009
22009/28391,9199,22009
76361/76199,9198,76361
52009/52191,9190,52009
46679/46008,9183,46679
70371/71119,9182,70371
96281/75009,9174,96281
76239/75009,9166,76239
59073/59751,9163,59073
11041/11161,9162,11041
29021/28009,9159,29021
77009/78151,9157,77009
60161/52009,9151,60161
66351/63191,9150,66351
46009/46861,9145,46009
84459/84009,9133,84459
75009/96129,9129,75009
59399/59569,9129,59399
21621/28091,9128,21621
19039/19099,9126,19039
44009/44591,9116,44009
59571/59009,9111,59571
46779/46649,9108,46779
28491/22009,9104,28491
45009/44701,9103,45009
28519/28499,9102,28519
66301/66009,9102,66301
82061/72021,9099,82061
22009/22309,9083,22009
77009/78139,9078,77009
45009/44811,9076,45009
55169/54009,9075,55169
53389/53009,9066,53389
43579/43809,9059,43579
54009/54459,9057,54009
44221/46009,9055,44221
58251/58279,9040,58251
59009/59231,9038,59009
54479/54399,9021,54479
76251/75009,9019,76251
76199/65191,9007,76199
17171/17051,8994,17171
78201/77321,8989,78201
76069/95109,8985,76069
82071/81129,8982,82071
54209/54261,8979,54209
67009/67259,8973,67009
70089/70281,8967,70089
46179/46159,8962,46179
67209/67009,8959,67209
81081/70031,8956,81081
72069/82009,8955,72069
65009/75359,8953,65009
78131/77009,8950,78131
47579/46009,8946,47579
84511/84009,8940,84511
66489/66351,8939,66489
75009/75311,8937,75009
24009/24259,8931,24009
58211/46489,8927,58211
75089/75339,8923,75089
92241/81129,8917,92241
46009/44229,8912,46009
96189/96161,8910,96189
75339/75081,8905,75339
54261/54301,8902,54261
43009/43669,8901,43009
64561/64549,8899,64561
10079/10018,8898,10079
64009/64339,8889,64009
59521/58211,8883,59521
42151/42171,8879,42151
84009/84129,8877,84009
45309/45321,8873,45309
11169/11059,8872,11169
82069/82049,8872,82069
67129/67409,8868,67129
46069/46521,8862,46069
44739/44211,8858,44739
17239/17071,8857,17239
64491/64419,8854,64491
84471/84009,8853,84471
54371/54289,8850,54371
83081/84031,8848,83081
52009/52201,8843,52009
72061/84009,8837,72061
28009/28441,8825,28009
44031/44099,8823,44031
17171/43611,8821,17171
65009/65069,8820,65009
28009/28571,8811,28009
67381/67401,8809,67381
52009/52441,8804,52009
65061/65199,8797,65061
63381/64009,8797,63381
28681/17179,8792,28681
58111/58169,8791,58111
84209/84231,8788,84209
17009/20341,8784,17009
67009/67439,8782,67009
75051/76101,8778,75051
14509/14009,8775,14509
30021/44539,8771,30021
23499/24129,8770,23499
77039/77059,8769,77039
76199/75009,8767,76199
54419/54009,8767,54419
42051/12109,8757,42051
46931/46779,8751,46931
61039/70039,8733,61039
52009/50221,8733,52009
92041/92229,8729,92041
22009/21689,8727,22009
84009/82049,8724,84009
84381/84009,8724,84381
84009/84511,8719,84009
28409/28519,8718,28409
82032/82061,8718,82032
46219/46239,8711,46219
46009/46331,8709,46009
46009/47811,8709,46009
43531/28009,8708,43531
10199/10169,8677,10199
61061/61101,8677,61061
66459/55509,8676,66459
22009/22021,8671,22009
84039/84559,8671,84039
17041/17161,8665,17041
53121/54011,8656,53121
16019/15229,8647,16019
45329/44031,8646,45329
46779/46009,8645,46779
53231/52031,8644,53231
67009/67191,8639,67009
24009/24041,8637,24009
21551/28091,8637,21551
41081/42041,8635,41081
67609/67209,8633,67609
58349/58211,8633,58349
64009/64489,8631,64009
65061/65009,8628,65061
58211/58389,8619,58211
78051/77009,8618,78051
54211/54009,8616,54211
46009/46771,8614,46009
22521/27531,8613,22521
75319/75009,8605,75319
77181/77009,8602,77181
85091/85071,8596,85091
15041/11511,8595,15041
52419/52009,8594,52419
54419/54399,8589,54419
54389/66389,8577,54389
59759/59041,8576,59759
46459/46009,8575,46459
44271/44009,8575,44271
17009/16189,8573,17009
84031/84289,8572,84031
84009/84579,8570,84009
28009/43539,8565,28009
27341/22009,8563,27341
46779/46879,8558,46779
67739/67609,8555,67739
28091/22009,8555,28091
46799/46008,8550,46799
46281/46771,8550,46281
84269/84009,8532,84269
59261/59159,8531,59261
47599/47579,8528,47599
54299/54009,8522,54299
54489/54399,8519,54489
92041/92071,8515,92041
47599/47559,8507,47599
11169/11019,8502,11169
17041/17071,8502,17041
14119/14239,8500,14119
76051/65009,8500,76051
53339/53009,8485,53339
80069/80049,8481,80069
22009/27449,8479,22009
71139/71111,8475,71139
46389/46521,8475,46389
66489/54269,8474,66489
83301/83101,8473,83301
65009/65221,8469,65009
58151/47049,8468,58151
92239/84009,8466,92239
46069/46591,8458,46069
59049/95109,8455,59049
42031/42051,8453,42031
77289/78069,8452,77289
46771/46471,8449,46771
11169/11049,8443,11169
62131/63391,8426,62131
61101/52009,8425,61101
55131/55509,8424,55131
67409/65809,8418,67409
76409/75009,8413,76409
64401/67609,8412,64401
46009/57119,8411,46009
77009/77331,8397,77009
66489/66359,8395,66489
63039/63281,8393,63039
64549/64249,8389,64549
24549/24009,8385,24549
43811/42099,8384,43811
55119/55509,8381,55119
28009/28561,8370,28009
23231/24009,8366,23231
43241/43271,8365,43241
22009/22069,8356,22009
52359/52179,8355,52359
23499/24581,8352,23499
57071/59079,8348,57071
54349/54399,8347,54349
63241/63039,8345,63241
45469/45321,8341,45469
84221/84231,8328,84221
14241/10201,8325,14241
17009/16159,8324,17009
46261/46009,8310,46261
84039/84029,8310,84039
22009/27181,8307,22009
43341/28009,8303,43341
44539/44251,8302,44539
75009/76241,8293,75009
44031/44629,8292,44031
59291/59161,8289,59291
63199/66359,8289,63199
62221/62139,8288,62221
84039/94031,8282,84039
80031/80251,8273,80031
59073/59049,8268,59073
83101/72061,8267,83101
77221/77009,8264,77221
46009/46209,8257,46009
64471/64009,8253,64471
64489/55509,8252,64489
67621/67609,8249,67621
96121/76031,8248,96121
64541/64339,8247,64541
45061/46521,8246,45061
83119/92049,8244,83119
22009/27071,8243,22009
43251/43271,8240,43251
59569/59319,8237,59569
17171/28031,8234,17171
50229/50991,8231,50229
55179/55189,8227,55179
14119/14031,8227,14119
46779/46069,8225,46779
54359/54399,8225,54359
28641/17179,8210,28641
17179/16991,8209,17179
19051/11361,8207,19051
12099/17171,8201,12099
46661/46779,8199,46661
84501/84009,8198,84501
50209/50038,8196,50209
76069/96289,8194,76069
28009/28071,8184,28009
44009/44491,8181,44009
83311/83101,8174,83311
43439/43419,8174,43439
59421/59411,8171,59421
45361/44531,8165,45361
83062/84581,8162,83062
25781/24719,8157,25781
76341/75009,8156,76341
81181/92111,8156,81181
80101/60031,8153,80101
10291/11141,8152,10291
45321/45361,8144,45321
45421/44009,8143,45421
14269/10009,8143,14269
28009/28551,8141,28009
92249/92041,8135,92249
59619/59049,8131,59619
64231/64541,8126,64231
84009/84211,8124,84009
16151/17171,8122,16151
64439/64381,8121,64439
54439/54009,8121,54439
76079/75059,8117,76079
70049/81089,8113,70049
14231/14141,8111,14231
76141/75281,8105,76141
75009/75039,8103,75009
21699/28099,8097,21699
92171/81189,8092,92171
75009/97171,8089,75009
45489/44031,8088,45489
14169/14129,8084,14169
52559/52161,8084,52559
67279/67401,8083,67279
75009/76071,8083,75009
44009/45291,8076,44009
11519/15049,8075,11519
58161/59073,8074,58161
59091/59121,8071,59091
12099/17179,8070,12099
59073/67009,8066,59073
96121/76101,8066,96121
42091/43819,8063,42091
12129/11369,8062,12129
85079/85099,8062,85079
28501/28091,8060,28501
40231/44269,8059,40231
28091/21671,8059,28091
96129/96149,8057,96129
20129/28009,8055,20129
46229/46009,8054,46229
58211/46749,8045,58211
57119/59073,8044,57119
22009/45009,8043,22009
84281/84039,8038,84281
10161/10191,8037,10161
45009/45361,8036,45009
82061/92239,8031,82061
28009/28521,8025,28009
70221/81089,8024,70221
28091/21579,8018,28091
43009/43169,8015,43009
28551/28009,8015,28551
45421/44031,8010,45421
59159/59201,8007,59159
95109/59079,8006,95109
20261/28009,8006,20261
53121/53179,8004,53121
27159/22009,8003,27159
50019/40019,7996,50019
46009/47671,7992,46009
28009/21561,7986,28009
81111/81141,7980,81111
44009/44581,7980,44009
63039/63291,7979,63039
10049/10017,7976,10049
41021/41041,7973,41021
58009/58401,7971,58009
65259/65431,7968,65259
10041/10071,7967,10041
45321/45371,7961,45321
59009/59249,7957,59009
27231/22529,7956,27231
28031/28051,7952,28031
64009/64579,7952,64009
81119/70271,7951,81119
